feature,label,confidence,polysemantic,bal_acc,f1,fire_count,notes
3580,Vitamin supplement bottle labels,0.95,False,0.9,0.8889,,All images show close-ups of nutritional supplement and vitamin product packaging with characteristic label designs and typography.
3527,Mushrooms and fungi,0.95,False,0.9,0.9,,"All images show various species of mushrooms and fungal fruiting bodies in their natural woodland habitat, displaying characteristic umbrella-like caps and stems."
3585,Round fruits or gourds growing on ground,0.75,False,0.9,0.9,,"Images consistently show spherical or round produce (melons, gourds, squash, pumpkins) growing in gardens and on soil, often partially visible among vegetation."
3587,Small clustered flowers on thin stems,0.85,False,0.9,0.9,,"Images consistently show delicate flowering plants with small blooms grouped in clusters atop slender, elongated stems in green foliage."
3581,Tree canopy foliage from below,0.92,False,0.9,0.9,,"All images show upward-looking perspectives of dense tree foliage and canopies, capturing the characteristic pattern of leaves and branches against sky."
3530,Stone arch bridges over water,0.92,False,0.9,0.8889,,"All images feature arched stone bridges crossing rivers or water bodies in natural, often rural landscapes."
3546,Dense tree canopy foliage,0.95,False,0.9,0.8889,,"All images prominently feature thick, lush tree canopies with abundant green foliage in various lighting conditions and tree types."
3498,fruit or seed pods on plants,0.85,False,0.9,0.9,,"Images consistently show developing fruits, seed pods, and round botanical structures attached to flowering or leafy plants, with emphasis on the fruit development stage."
3613,Indoor workspace or room interior,0.45,True,0.9,0.9091,,"Images show diverse indoor spaces (offices, bedrooms, studios, labs) with no single consistent visual concept beyond being interior rooms with clutter or furnishings."
3616,Museum display cases and artifacts,0.85,False,0.9,0.8889,,"Images consistently show museum exhibition spaces with glass display cases containing historical objects, clothing, pottery, tools, and other curated artifacts in controlled lighting."
3640,Amanita muscaria mushroom caps,0.95,False,0.9,0.9,,"All images show the distinctive red/orange caps with white spots characteristic of fly agaric mushrooms, viewed from above or at angles."
3610,Bedrooms with beds,0.95,False,0.9,0.8889,,"All 16 images show interior bedroom scenes with beds as the dominant feature, captured from various angles and lighting conditions."
3627,Topped or loaded sandwiches and burgers,0.85,False,0.9,0.8889,,"Images show various sandwiches, burgers, and bread-based items with toppings like meat, sauce, vegetables, and garnishes."
3638,Plumeria flowers with five petals,0.95,False,0.9,0.8889,,"All images show plumeria (frangipani) flowers characterized by their distinctive five-petaled radial structure in pink, red, orange, and yellow tones with contrasting centers."
3630,Residential building front entrances and doors,0.92,False,0.9,0.9,,"All images prominently feature the front entry points of houses, including doorways, porches, and entrance facades of residential buildings."
3410,Gymnasts performing handstands and inversions,0.95,False,0.9,0.8889,,"All images show artistic gymnasts (primarily female) executing inverted poses on apparatus like bars and beams, with characteristic upside-down body positions and athletic form."
3628,Human iris and pupil close-up,0.98,False,0.9,0.9,,"All images are detailed macro photographs of human eyes focusing on the iris, pupil, and surrounding eye structures with varying iris colors and lighting conditions."
3679,People eating food with mouth open,0.95,False,0.9,0.9,,"All images show individuals actively eating or about to eat food, with their mouths open or engaged in the eating action."
3686,Cylindrical spiky seed pods and cones,0.92,False,0.9,0.9,,"All images feature elongated, densely textured reproductive structures from plants, primarily banksia flowers, protea inflorescences, and similar flowering cones with characteristic spike or scale patterns."
3687,Quilted insulated jackets and outerwear,0.95,False,0.9,0.8889,,"All images show puffy/quilted winter jackets with visible quilting patterns, thermal insulation, and outerwear construction across various styles and colors."
3699,Small white flowers in grass,0.85,False,0.9,0.8889,,"Most images show clustered white or light-colored small flowers scattered throughout green vegetation and grassy areas, though some images include purple/pink flowers and yellow flowers as secondary examples."
3667,Goats in pastoral settings,0.95,False,0.9,0.8889,,"All images show goats, typically in grass or field environments, with varying coat colors and compositions."
3684,Coffee in white cups,0.92,False,0.9,0.8889,,"All images show overhead views of coffee beverages served in white or light-colored cups/bowls, with varying brew strengths from light to dark."
3609,Flower stamens and centers,0.92,False,0.9,0.9,,"All images prominently feature the detailed centers of flowers, particularly the yellow/golden stamens and reproductive structures visible in close-up botanical views."
3705,athletes in sports uniforms,0.85,False,0.9,0.9,,"Images consistently show individual athletes wearing team jerseys and sports apparel across various sports including cycling, cricket, football, and soccer."
3573,Residential townhouses and terraced houses,0.92,False,0.9,0.9,,"All images show multi-story residential buildings with attached or semi-detached configurations, primarily British/European suburban townhouse architecture with brick or stone facades."
3041,Office printers and copiers,0.95,False,0.9,0.8889,,"All images show multifunction printers, copiers, or related office equipment in various office and workplace settings."
3724,Small clustered flower blooms,0.92,False,0.9,0.9,,"All images show dense clusters of small individual flowers densely packed together, regardless of color (pink, yellow, white, purple)."
3712,Premium whisky and cognac bottles,0.92,False,0.9,0.8889,,"All images show high-end spirits bottles with their packaging boxes, featuring brands like Macallan, Tariquet, Askaig, and Hine across various whisky and cognac styles."
3608,Melons with textured bumpy skin,0.95,False,0.9,0.8889,,"All images show spherical melons (cantaloupe, honeydew, or similar varieties) with characteristic netted or bumpy textured surfaces, predominantly in yellow-green to golden tones."
3110,Purple balloon flowers,0.92,False,0.9,0.8889,,"All images show purple/violet balloon-shaped flowers with characteristic five petals and prominent central stamens, consistent with Platycodon (balloon flower) species."
3700,Beds and bedrooms,0.98,False,0.9,0.9,,"All 16 images show beds in various bedroom settings, with different styles, colors, and room configurations, but the consistent visual element is the bed itself as the primary furniture piece."
3739,Fried spherical food balls,0.95,False,0.9,0.9,,"All images show golden-brown, round fried foods such as donut holes, hushpuppies, fritters, or similar ball-shaped fried items."
3748,Electric or acoustic guitars being played,0.95,False,0.9,0.8889,,"All images show guitars as the primary subject, with most depicting performers actively playing various guitar styles in different lighting and performance contexts."
3715,Raw mineral ore and rock specimens,0.92,False,0.9,0.9091,,"All images show unpolished geological specimens with varied mineral compositions, textures, and oxidation states, typically held in hands or photographed as close-up samples."
3787,Large military transport aircraft,0.95,False,0.9,0.8889,,"All images show cargo/transport aircraft with distinctive large cylindrical fuselages, prominent engines, and military or institutional livery on tarmacs."
3746,Orchid flowers with dark centers,0.92,False,0.9,0.9,,"All images show orchid flowers characterized by distinctive dark (usually maroon or purple) centers or lips contrasting with lighter petals, displayed in various growth patterns and lighting conditions."
3670,Flower center with yellow stamen,0.85,False,0.9,0.9,,"All images prominently feature flowers with visible yellow or golden centers/stamens, which is the consistent visual element across diverse flower types and colors."
3788,Tall communication or observation towers,0.95,False,0.9,0.9,,"All images show tall vertical structures with round/disc platforms or antennas, photographed from below looking upward, primarily TV towers and radio towers."
3783,Orchid flowers with colored lip petals,0.95,False,0.9,0.9091,,"All images show orchids (likely Phalaenopsis or similar species) with distinctive white or pale sepals/petals and a prominently colored, contrasting labellum (lip) in yellow, red, or orange tones."
3802,Chimneys on buildings,0.92,False,0.9,0.8889,,"The feature consistently activates on images featuring prominent chimneys, particularly on residential, industrial, or historic buildings across various architectural styles and settings."
3723,White flowers with yellow centers,0.92,False,0.9,0.9,,All images consistently show white or pale flowers with prominent yellow/golden stamens or centers in various botanical contexts.
3718,groups of people in outdoor parks,0.85,False,0.9,0.8889,,Images consistently show gatherings of multiple people in grassy park settings with open spaces and trees.
3747,Male faces in professional headshots,0.92,False,0.9,0.9091,,"All images show adult men photographed in formal portrait style, typically used for professional or official purposes."
3612,Vegetable garden beds with plants,0.95,False,0.9,0.9,,All images show organized raised or ground-level garden beds containing growing vegetables and plants in various stages of cultivation.
3820,Medical imaging machines (MRI/CT scanners),0.92,False,0.9,0.8889,,"All images show various types of medical diagnostic imaging equipment with characteristic cylindrical tunnel designs and patient beds, predominantly MRI and CT scanners in clinical settings."
3849,Analog tachometer gauges,0.95,False,0.9,0.8889,,"All images show circular analog tachometers with RPM scales, needles, and illuminated warning lights typical of automotive dashboard instruments."
3356,Densely clustered small petals or florets,0.92,False,0.9,0.9,,"These images predominantly show flowers with tightly packed, numerous small petals or florets arranged in dense, textured formations, such as marigolds, dahlias, and similar flowering plants with elaborate petal structures."
3796,Coleus leaves with variegated pigmentation,0.92,False,0.9,0.8889,,"All images show Coleus plants with distinctive multicolored leaves featuring contrasting color zones, typically in warm tones (reds, yellows, oranges, purples) with textured, serrated leaf margins."
3844,Beverages in glasses,0.95,False,0.9,0.8889,,"All 16 images show various drinks (juices, sodas, cocktails) served in glasses, with consistent focus on the liquid and container."
3850,British Royal Guards in uniform,0.95,False,0.9,0.8889,,Images consistently show uniformed guards (primarily in red coats and bearskins characteristic of British ceremonial dress) in formal formations at official locations.
3825,Seeds and legumes,0.92,False,0.9,0.9,,"All images show various types of seeds, beans, nuts, and legumes including pumpkin seeds, sunflower seeds, beans, lentils, and peas in different colors and arrangements."
3819,Green pod legumes and beans,0.95,False,0.9,0.9091,,"All images show elongated green seed pods characteristic of legumes like peas, snap peas, and beans in various states of freshness and arrangement."
3681,Whisks (cooking utensils),0.98,False,0.9,0.8889,,"All 16 images show various types of kitchen whisks with wire loops/strands attached to handles, used for mixing and beating."
3753,Beverages in cups and containers,0.92,False,0.9,0.9091,,"All images show liquid beverages (coffee, tea, soup, or other drinks) served in various containers like mugs, bowls, cups, and vessels, often captured from above showing the liquid's surface."
3767,Yellow buttercup flowers,0.95,False,0.9,0.9,,All images show bright yellow flowers with characteristic cup-shaped petals and clustered stamens typical of buttercups (Ranunculus species).
3761,red berries on branches,0.92,False,0.9,0.8889,,"Images consistently show clusters of red/reddish berries (currants, rowan berries, etc.) hanging from stems or branches, often with foliage visible."
3902,Self-service kiosks and vending machines,0.95,False,0.9,0.9,,"All images show automated public machines with screens and payment/dispensing mechanisms, including ATMs, ticket machines, movie rental kiosks, and other coin/card-operated vending devices."
3896,Draft horses in harnesses,0.92,False,0.9,0.8889,,"All images feature large working horses wearing decorative or functional harnesses, often in pairs or teams, used for pulling or hauling tasks."
3884,Interior hallways and corridors,0.95,False,0.9,0.9,,"All images depict narrow indoor passageways with doors, walls, and linear perspective characteristic of hallways in residential or commercial buildings."
3740,Radial geometric patterns from below,0.92,False,0.9,0.9091,,"Images show structural elements (umbrellas, buildings, frameworks) photographed from directly below, creating symmetrical radial/spoke-like geometric patterns converging toward center."
3833,small round green fruits or berries,0.92,False,0.9,0.9,,Images consistently show clustered small spherical green fruits or berries in various stages of ripeness on plants and vines.
3867,Palm trees photographed from below,0.95,False,0.9,0.9,,"All images show palm trees shot from a low angle looking upward against sky, emphasizing the tall trunk and frond canopy structure."
3912,Soupy liquid dishes with spoon,0.85,False,0.9,0.9,,"All images show various soups, broths, or liquid-based dishes served in bowls with white spoons, primarily in warm brown and golden tones."
3838,Expansive open landscapes with rolling terrain,0.85,False,0.9,0.9,,"Images consistently feature wide vistas of natural terrain including grasslands, fields, forests, and mountains with emphasis on horizontal scale and depth of field."
3851,Pinnately arranged needle-like leaves,0.92,False,0.9,0.9,,"All images show plant foliage with distinctive feather-like or fern-like leaf arrangements, characteristic of conifers and ferns with paired leaflets along a central axis."
3832,Carved stone relief sculptures,0.95,False,0.9,0.8889,,"All images show human figures and decorative motifs carved in relief on stone surfaces, ranging from ancient temple carvings to architectural ornaments."
3901,Thistle flowers and spiky seed heads,0.92,False,0.9,0.9091,,"All images show distinctive thistle plants with characteristic spiky, spherical flower heads and seed heads in various colors and stages of maturity."
3925,Sunflowers,0.98,False,0.9,0.9,,"All 16 images show sunflowers with their characteristic large yellow petals and dark brown center disk, viewed from various angles and lighting conditions."
3937,Agricultural fields and cropland,0.95,False,0.9,0.9,,"All images depict expansive cultivated fields with various crops at different growth stages, characterized by large open areas of farmland under sky."
3810,Onions,0.95,False,0.9,0.9,,"All images show onions in various forms - whole bulbs, groups, and cross-sections - with characteristic papery layers and round shape."
3949,flowering shrubs and garden plants,0.92,False,0.9,0.9091,,"All images show dense clusters of blooming flowers in garden or wild settings, with colorful flowering plants as the dominant visual element."
3963,Adjustable wrenches and pipe wrenches,0.85,False,0.9,0.9,,"Images predominantly show various types of wrenches (adjustable, pipe, crescent) which are hand tools with adjustable gripping mechanisms."
3869,Christian churches and steeples,0.95,False,0.9,0.9,,"All images depict Christian places of worship featuring distinctive architectural elements like crosses, steeples, bell towers, and religious iconography."
3959,Carpet and rug textures,0.92,False,0.9,0.9,,"All images show close-up views of woven carpet or rug materials with varied pile heights, colors, and weave patterns, spanning neutral to warm tones."
3315,Bottles of alcoholic beverages,0.95,False,0.9,0.9,,"All 16 images show glass bottles containing various types of alcohol including beer, wine, whiskey, and spirits with visible labels and caps."
3933,Military aircraft and helicopters,0.85,False,0.9,0.8889,,"Images predominantly feature military transport planes, helicopters, and related military aviation equipment, with one outlier image (10) showing a person in military gear."
3856,Petronas Twin Towers,0.95,False,0.9,0.8889,,"All 16 images show the iconic Petronas Twin Towers in Kuala Lumpur from various angles, times of day, and lighting conditions."
3962,Metal buckets and containers,0.92,False,0.9,0.9,,"All images show galvanized or metal cylindrical buckets, tubs, and storage containers viewed from above or at angles, emphasizing their distinctive ridged metallic construction."
3905,Corpse flower (Amorphophallus titanum),0.95,False,0.9,0.9,,"All images show the distinctive tall, pale spadix and ribbed spathe structure characteristic of the corpse flower, a massive tropical plant known for its rare blooming events in botanical gardens."
3996,Clustered small flowers in pink purple magenta,0.92,False,0.9,0.8889,,"Images show dense clusters of small petaled flowers predominantly in magenta, pink, and purple hues, characteristic of phlox or similar flowering plants."
3951,Grass and lawn textures,0.98,False,0.9,0.9,,"All 16 images show aerial or close-up views of grass fields, lawns, and turf with varying shades of green and texture patterns."
3975,Compound pinnate fern leaves,0.92,False,0.9,0.8889,,"The images consistently show fern foliage with characteristic feather-like (pinnate) leaf arrangements, often appearing in clusters or along tree structures."
3990,Tanker trucks and cargo transport vehicles,0.92,False,0.9,0.9,,"All images show large trucks with cylindrical or specialized cargo containers designed for transporting liquids, gases, or bulk materials."
4010,Liquid pouring from container,0.95,False,0.9,0.8889,,"Nearly all images show the action of a liquid (milk, oil, tea, or other beverages) being poured from one vessel into another, capturing the dynamic moment of pouring."
4004,Asparagus buds and shoots,0.92,False,0.9,0.9,,"All images show clustered, pointed buds characteristic of asparagus at various stages of growth, with distinctive scaled, elongated tips in green, purple, and cream colors."
4013,Delicate small white flowers on thin stems,0.92,False,0.9,0.8889,,"Nearly all images show small white or pale clustered flowers characteristic of plants like Queen Anne's lace, wild carrot, or similar umbelliferous flowers with thin vertical stems in green settings."
3518,Butterflies and moths on flowers,0.92,False,0.9,0.8889,,"All images feature lepidopterans (butterflies or moths) actively foraging on flowering plants, creating a consistent ecological interaction pattern."
3944,Gears and gear mechanisms,0.95,False,0.9,0.9,,"All images show various types of gears, gear assemblies, or gear-containing mechanical components from automotive or industrial applications."
3973,Tokyo Tower red lattice structure,0.95,False,0.9,0.9091,,All images show the iconic red steel lattice framework of Tokyo Tower from various angles and perspectives.
3979,Text and code snippets,0.85,False,0.9,0.9,,"Images predominantly feature visible text, source code, terminal output, and document content as the primary visual element."
4036,Colorful liquid in bottles,0.92,False,0.9,0.9,,"Images consistently show various liquids (nail polish, hot sauce, beverages, cleaning products) in translucent or opaque bottles with visible bright colors."
4037,Leafy greens and sprouts,0.87,False,0.9,0.8889,,"Images predominantly show various forms of fresh leafy vegetables, microgreens, and sprouts with characteristic thin, elongated green structures."
4048,Dog noses and paw pads,0.75,False,0.9,0.8889,,"Images prominently feature close-ups of dogs' noses and pink/colored paw pads, with candy that mimics these features filling most of the montage."
3955,Daisy flowers with yellow centers,0.98,False,0.9,0.8889,,"All images show daisy-like flowers characterized by white petals radiating from bright yellow disk centers, photographed in natural outdoor settings."
4067,Giant pandas,0.98,False,0.9,0.8889,,"All 16 images show giant pandas, characterized by their distinctive black and white coloring, round faces, and black eye patches, in various poses and settings."
4028,Natural wellness and skincare products,0.85,False,0.9,0.9091,,"Images show bottles and containers of natural remedies, toners, oils, and beauty products with herbal/botanical branding and labeling."
4070,Yellow flowers blooming,0.92,False,0.9,0.8889,,"The feature consistently activates on images of yellow or pale yellow flowering plants, including tulips, daisies, roses, and wildflowers in various settings."
3982,Purple spiky thistle flowers,0.95,False,0.9,0.9,,"All images show thistle flowers (genus Cirsium or similar) with characteristic purple/magenta coloring and distinctive spiky, radiating petal or bristle structures."
4075,Grape hyacinth flowers,0.95,False,0.9,0.8889,,"All images show characteristic bell-shaped purple-blue flowers densely clustered in a raceme inflorescence pattern, distinctive of grape hyacinth (Muscari) plants."
4072,Wine bottles,0.95,False,0.9,0.9,,"All images show wine bottles with various labels, colors ranging from pale yellow to deep burgundy, displayed as product photographs."
4025,Optical sights and scopes,0.92,False,0.9,0.9,,"All images show various types of firearm-mounted optical aiming devices including red dot sights, rifle scopes, and tactical optics."
4100,white cloth or toga wrapped around torso,0.92,False,0.9,0.8889,,"Nearly all images show people wearing white fabric draped or wrapped around their upper body/torso, often in a toga-like or sheet-like manner."
4002,Patterned floor tiles,0.92,False,0.9,0.8889,,"All images show various floor surfaces with geometric patterns, checkered designs, or decorative tile arrangements."
4066,Seals and sea lions in ice/snow,0.92,False,0.9,0.8889,,"Images consistently show pinnipeds (seals, sea lions, walruses) in polar or cold marine environments, often resting on ice, snow, or beaches with snow/ice present."
4117,Two people in close conversation or interaction,0.85,False,0.9,0.8889,,"All images show pairs of individuals engaged in face-to-face dialogue, interviews, or social interaction in formal or semi-formal settings."
4124,Weeping willow trees,0.92,False,0.9,0.8889,,"The vast majority of images show distinctive weeping willow trees with characteristic drooping branches and fine foliage, though images 1-4 show some variation in tree types and health conditions."
4030,Dense leafy tree foliage,0.95,False,0.9,0.9,,"All images show trees with thick, full canopies of green leaves, either individual specimens or groups, featuring dense foliage as the dominant visual characteristic."
4122,Heinz Tomato Ketchup bottles and labels,0.95,False,0.9,0.8889,,"All images feature Heinz brand tomato ketchup products in various bottle formats and angles, characterized by the distinctive red color and Heinz label design."
3997,Stacked logs and timber piles,0.92,False,0.9,0.8889,,"All images show organized piles or stacks of cut logs, lumber, and timber in various storage and processing contexts."
4051,Spiky plant leaves radiating from center,0.92,False,0.9,0.8889,,"Images consistently show plants with long, blade-like leaves arranged in a radial or spray pattern around a central point, characteristic of yucca, dracaena, or similar architectural plants."
4128,Cooked beans and legumes,0.92,False,0.9,0.9091,,"Images predominantly show various prepared bean dishes including chickpeas, kidney beans, lentils, and mixed legumes in different cooking styles and presentations."
4150,Rings and circular metal fasteners,0.95,False,0.9,0.9091,,"All images show various types of metallic rings, washers, grommets, and circular fasteners arranged in collections or patterns."
4153,Top-loading washing machines,0.95,False,0.9,0.8889,,"All images show domestic washing machines with top-loading designs, characterized by a lid or cover on the upper surface and a vertical cylindrical drum."
3823,liquid in white bowl overhead view,0.92,False,0.9,0.9,,"All images show various liquids (tea, broth, juice, or similar) viewed from directly above in white bowls or containers."
4162,Round fruits on trees with foliage,0.95,False,0.9,0.9,,All images show spherical fruits (primarily apples and similar pomaceous fruits) hanging from branches with green leaves in natural orchard settings.
4089,Male faces with visible mouth/lips,0.85,False,0.9,0.9091,,All images are close-up portraits of men where the mouth and lips are prominently featured or visible in the composition.
4141,oysters as food,0.92,False,0.9,0.8889,,"The vast majority of images show oysters prepared and served as a culinary dish, often with accompaniments like sauces, lemon, and served on plates or shells."
4149,Clustered organic bumpy textures,0.72,True,0.9,0.9091,,"Images show dense, granular, or bumpy surface textures including lichen, seeds, berries, corals, and other clustered organic forms, but the feature may conflate multiple texture types rather than a single unified concept."
4170,Shrimp and seafood dishes,0.92,False,0.9,0.9,,"Nearly all images feature cooked shrimp as the primary ingredient in various prepared dishes, including paella, stir-fries, and seafood preparations."
4034,Grain crop heads and awns,0.95,False,0.9,0.9091,,"Images consistently show cereal grain crops (wheat, barley, rye) with characteristic elongated seed heads and bristle-like awns, photographed from close perspectives."
4084,Blackberries and raspberries ripening,0.92,False,0.9,0.9,,"All images show bramble berries (Rubus species) in various stages of ripeness, from green to red to dark purple/black, with characteristic bumpy drupelets and compound leafy foliage."
4187,Red flowers with yellow centers,0.95,False,0.9,0.8889,,"Predominantly peonies and similar flowering plants with red petals and prominent yellow stamens, consistent across nearly all images."
4189,Space shuttles and rockets,0.95,False,0.9,0.8889,,"All images depict spacecraft, rockets, or space launch vehicles in various stages of assembly, launch, or flight."
4172,Cylindrical vertical containers and tubes,0.85,False,0.9,0.9,,"Images consistently show tall, narrow cylindrical objects including thermoses, storage containers, pipes, and rolled materials oriented vertically."
4163,Green unripe fruit on vine,0.95,False,0.9,0.8889,,"All images show green, spherical fruits (likely gooseberries or similar berries) hanging from branches with green foliage, in various stages of ripeness."
3762,Military and commercial vessels at sea,0.85,False,0.9,0.8889,,"All images depict various types of boats and ships including naval vessels, coast guard boats, ferries, and commercial ships photographed on water."
4041,Playground slides and equipment,0.95,False,0.9,0.8889,,"All images feature public playgrounds with colorful slides, climbing structures, and children's play equipment in outdoor settings."
4179,Dense clusters of small colorful flowers,0.95,False,0.9,0.9,,"All images show tightly packed, small petaled flowers in dense clusters or heads, predominantly phlox or similar flowering plants in red, pink, magenta, and purple hues."
4110,Feathery or finely divided foliage,0.92,False,0.9,0.9091,,"Most images show plants with delicate, feathery, finely textured or fern-like leaves with an airy appearance, predominantly in green tones."
4224,Small clustered white flowers,0.92,False,0.9,0.8889,,"Images predominantly show dense clusters of small white or pale pink flowers with tubular/star-shaped individual florets, characteristic of plants like lilac or jasmine."
4239,Twisted or braided rope texture,0.95,False,0.9,0.9,,"All images show close-up views of rope with visible twisted, braided, or spiral strand patterns in various colors and materials."
4210,Small white flowers on green stems,0.92,False,0.9,0.8889,,"The feature consistently activates on delicate white flowering plants with thin green stems and small clustered blooms, appearing to be herbaceous plants or weeds in their flowering stage."
4131,Small wildflowers or alpine flowers,0.75,False,0.9,0.8889,,"Images predominantly show small, delicate flowering plants with thin stems and compact blooms, often in ground-level or low vegetation settings, consistent with alpine or desert wildflower species."
4183,Pod-like fruits hanging from trees,0.92,False,0.9,0.9,,"Images show various elongated, pod-shaped fruits (cacao pods, carob pods, tamarind pods, star fruit, etc.) suspended from branches and trees."
4253,Cooking ground meat in pot,0.92,False,0.9,0.9,,"All images show browned/cooked ground meat with various ingredients being prepared in cooking vessels, capturing the characteristic appearance of meat-based cooking processes."
4202,Gymnastics and acrobatic movements,0.95,False,0.9,0.9091,,"Images consistently show gymnasts performing flips, handstands, aerial tricks, and acrobatic moves on balance beams, mats, and gymnastics equipment in training and competition settings."
4204,Hindu temple gopuram towers,0.95,False,0.9,0.9,,Nearly all images feature distinctive South Indian Hindu temple gopurams (gateway towers) with characteristic pyramidal architecture and intricate carved details.
4259,basketball hoops and nets,0.98,False,0.9,0.9091,,"All images show basketball hoops from various angles, lighting conditions, and settings, consistently featuring the circular rim and net structure."
4220,Umbrella interior radial structure,0.95,False,0.9,0.9,,"All images show the characteristic radial ribbed pattern viewed from inside various umbrellas, with spokes converging toward a central point."
4091,Spiral and rotational patterns,0.92,False,0.9,0.8889,,"The feature consistently activates on images featuring spiral, swirl, or rotational visual patterns, whether synthetic, natural, or organic in origin."
3965,Tubular clustered flowers with protruding stamens,0.92,False,0.9,0.9,,"All images show densely packed, tube-shaped flowers arranged in cylindrical or spike-like inflorescences, characteristic of plants like bottlebrush, celosia, or similar tropical flowering species."
4281,Trees in parking or outdoor spaces,0.75,False,0.9,0.8889,,"The common element is trees (various species and sizes) positioned in or near parking areas, streets, or residential outdoor settings where vehicles are present or nearby."
4285,Deep gorges and narrow canyons,0.92,False,0.9,0.9,,"All images feature steep-walled geological formations where towering rock faces create narrow passages, typically with rivers flowing through the depths."
4284,Dense clusters of small flowers,0.92,False,0.9,0.9091,,"All images show tightly packed, colorful flowering plants with small individual blooms arranged in dense clusters, primarily daisies and asters."
4327,Knitted sweater or textile garment,0.92,False,0.9,0.9,,"All images show people wearing various knitted garments (sweaters, vests, cardigans) with visible knit textures and patterns."
4250,Green beans / long green vegetables,0.92,False,0.9,0.9091,,"All images show green beans (fresh, cooked, or arranged) with their characteristic long, thin, cylindrical shape and green coloration as the dominant visual element."
4332,Singers performing at microphone,0.95,False,0.9,0.8889,,All images show people actively singing or vocalizing into a microphone during live performances.
4299,Solitary tree in open landscape,0.72,False,0.9,0.8889,,"Most images feature a single tree or small group of trees as a dominant element in an expansive, open field or plain setting."
4293,Dense red foliage and berries on trees,0.92,False,0.9,0.9,,"The feature activates on images of trees with abundant red-colored leaves, flowering branches, or berry clusters, particularly in spring blossoms or autumn foliage."
4336,Ancient carved stone head sculptures,0.92,False,0.9,0.9,,"The images predominantly feature sculpted human heads and busts from archaeological artifacts, primarily ancient Egyptian, African, and classical sculptures with distinctive carved stone or wood features."
4296,Bokeh and out-of-focus blur,0.85,False,0.9,0.9,,"Images predominantly feature soft bokeh effects, blurred backgrounds, and defocused light circles that create a dreamy aesthetic across varied subject matter."
4353,Lacrosse gameplay and athletes,0.92,False,0.9,0.9091,,"Images consistently show lacrosse players in action, with distinctive stick handling, field play, uniforms, and game scenarios across multiple teams and skill levels."
4263,Wine bottles with visible labels,0.92,False,0.9,0.9,,"All images show wine bottles photographed to display their labels, with various wine types including Scotch whisky, Pinot Noir, Zinfandel, Shiraz, and Champagne."
4185,Tea bags steeping in hot water,0.92,False,0.9,0.8889,,"Nearly all images show tea bags (loose or bagged) actively brewing/steeping in cups or mugs of hot water, with visible amber/brown tea liquid."
4203,Water wheel mechanisms,0.92,False,0.9,0.9091,,"The images consistently show various types of water wheels and mill wheels, both operational and deteriorated, with characteristic blade/paddle structures designed to capture water flow."
4317,baked goods with textured surfaces,0.85,False,0.9,0.9,,"Images predominantly show bread and cake rolls with various toppings like powdered sugar, seeds, nuts, and decorative coatings on cylindrical or elongated forms."
4319,Horse-drawn carts and wagons,0.95,False,0.9,0.8889,,"All images feature horses pulling various types of carts, wagons, or carriages in different settings and time periods."
4357,Tree trunks with moss and lichen,0.92,False,0.9,0.9,,"Most images prominently feature vertical tree trunks covered in moss, lichen, or weathered bark, often in forest settings with dappled light."
4349,Indian historical architecture and monuments,0.92,False,0.9,0.9,,"Images predominantly feature Mughal and Indo-Islamic architectural structures including domes, minarets, arches, and red sandstone construction characteristic of Indian historical landmarks."
4368,cocktails in martini glasses,0.92,False,0.9,0.8889,,"All images feature cocktail beverages served in martini/coupe glasses, with varying colors and lighting conditions but consistent glassware presentation."
4198,Herbaceous plants and leafy vegetables,0.85,False,0.9,0.9091,,"Images consistently show green leafy plants including herbs, vegetables, and wild plants with prominent foliage and stems, with some flowering structures visible."
4340,Yellow five-petaled flowers,0.92,False,0.9,0.8889,,"The feature strongly activates on bright yellow flowers with five petals, though a few outliers (images 10, 15) show purple and blue flowers suggesting some color variation tolerance."
4380,Geranium flowers in bloom,0.92,False,0.9,0.9091,,"All images show densely clustered, round flower heads characteristic of geraniums (Pelargonium), ranging from pink to deep red colors with green foliage."
4385,People holding certificates or documents,0.85,False,0.9,0.8889,,"The images consistently show individuals or groups displaying paper documents, certificates, or awards they are holding, often in celebratory or formal contexts."
4379,Fuzzy bumpy tubular plant structures,0.92,False,0.9,0.9,,"All images show elongated cylindrical or tubular plant parts (likely stamens, flower parts, or seed pods) with dense bumpy or granular texture covering their surfaces."
4355,Flowering cacti with pink magenta blooms,0.95,False,0.9,0.9,,"All images show cacti plants (predominantly trailing/columnar varieties) with bright pink or magenta flowers blooming from their stems, often displayed as potted houseplants."
4396,Airport control towers and terminals,0.85,False,0.9,0.8889,,"Images predominantly feature airport infrastructure including control towers, terminal buildings, aircraft, and runway views from various aerial perspectives."
4414,people in water or near water,0.85,False,0.9,0.8889,,"The images consistently show individuals engaged with water environments, either swimming, wading, fishing, or standing in/near bodies of water."
4425,Dense small-leaved green foliage,0.92,False,0.9,0.8889,,"Images predominantly show tightly-packed, repetitive small leaves creating uniform dense vegetation texture, primarily in green tones."
4415,granulated white powdery substance,0.92,False,0.9,0.9091,,"Images consistently show white crystalline or granular materials photographed closely, including salt, sugar, and similar powders."
4440,Grain or cereal crop seed heads,0.92,False,0.9,0.8889,,"All images show upright flowering/seed head structures of grain crops (sorghum, millet, quinoa, or similar) with characteristic dense panicles in brown/reddish tones against green foliage."
